title,description,location
"Cuban Culture and Cultural Relations, 1959- Part 1: ""Casa y Cultura""","<p>The Cuban Culture and Cultural Relations, 1959- resource from <em>Brill</em> is a&nbsp;primary-source collection of ca. 45,000 fully-searchable documents from the Casa de las Am&eacute;ricas in Havana, documenting the culture and cultural relations of Revolutionary Cuba and countries in Latin America and the Caribbean.</p>",https://primarysources.brillonline.com/browse/cuban-culture-and-cultural-relations
HeinOnline Foreign & International Law Resources Database,"<p>HeinOnline's Foreign and International Law Resources Database (FILRD) is a collection of international law research resources. Presented in five parts, FILRD includes the publications of the American Society of International Law along with prominent Yearbooks from around the world, including the Hague Permanent Court of International Justice series. It also includes U.S. Law Digests, International Tribunals/Judicial Decisions and more.</p>",https://heinonline.org/HOL/Index?collection=intyb
Repertoire International d&rsquo;Iconographie Musicale ,"International index of visual sources of music, dance, theatre and opera, with a main objective being the&amp;nbsp;development of methods, means and research centres for the classification, cataloguing and study of iconographical sources related to music, dance, theatre and opera.",https://ridim.org/
Latin American Newspapers Series 1,"The &lt;em&gt;Latin American Newspapers Series 1&lt;/em&gt; provides more than 35 fully searchable newspapers published in the 19th and 20th centuries from Argentina, Brazil, Chile, Cuba, Guatemala, Mexico, Peru, Venezuela, and elsewhere. &lt;em&gt;Latin American Newspapers&lt;/em&gt; offers unprecedented coverage of the people, issues, and events that shaped this vital region between 1805 and 1922.",https://infoweb.newsbank.com/apps/readex/welcome?p=WHNPLAN1
Latin American Newspapers Series 2,"The newest module, &lt;em&gt;Latin American Newspapers Series 2&lt;/em&gt; deepens coverage of important countries such as Argentina, Brazil, Chile, Cuba, and Mexico; and extend the reach of World Newspaper Archive into countries not represented in &lt;em&gt;Latin American Newspapers Series I&lt;/em&gt; such as Bolivia, El Salvador, Nicaragua, Costa Rica and Belize.",https://infoweb.newsbank.com/apps/readex/?p=WHNPLAN2
Time Magazine Archive,"<p>The Time Magazine Archive presents the complete digital version of more than 77 years of the prominent weekly news magazine dating back to its first issue in March, 1923 through December, 2000 in a comprehensive cover-to-cover format. Published weekly by Time Inc., the magazine has focused on conveying to a broad audience a wide range of topics, including national and international current events, politics, sports, health, technology, and entertainment. Capturing the relevant news each week, Time Magazine has become an important resource for researchers studying just about any aspect of 20th-century history and life.</p>","https://access.library.miami.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=aph"
Defining Gender,"<p><em>Defining Gender</em> provides access to a vast body of original British source material that will enrich the teaching and research experience of those studying history, literature, sociology and education from a gendered perspective.</p>",https://www.gender.amdigital.co.uk/?sessionId=&sessionENC=MD8PWO40867Mu3CpJHfiEYwDVZj%2fL1zxVwMoKS7DxaObJdPEsRnCayoDPxDY8L7zVCjY7j5TaNSzg811%2fwnbVtNgigwB6pWXDrbYD17aIlQ%3d&returnURL=https%3a%2f%2fwww.gender.amdigital.co.uk%2f&JWTtoken=eyJhbGciOiJIUzI1NiI
"International Encyclopedia of Geography: People, the Earth, Environment, and Technology","&lt;i&gt;The International Encyclopedia of Geography&lt;/i&gt; arises from an unprecedented collaboration between Wiley and the American Association of Geographers (AAG) to review and define the concepts, research, and techniques in geography and interrelated fields. The Encyclopedia contains more than 1,000 entries ranging from 1,000 to 10,000 words offering accessible introductions to basic concepts, sophisticated explanations of complex topics, and information on geographical societies around the world.",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118786352
Hebrew and Aramaic Lexicon of the Old Testament Online,"<p>&lt;p&gt;The third edition of Ludwig Koehler and Walter Baumgartner&#39;s Hebrew dictionary. The Hebrew and Aramaic Lexicon of the Old Testamentis widely acclaimed as the most up-to-date dictionary for the Old Testament and related literature in classical Hebrew and Aramaic and is now available online. The dictionary contains the complete vocabulary of the Hebrew Bible, extended with variants from the Oriental and Samaritan textual traditions, the Ben Sira fragments, and the Dead Sea Scrolls.&lt;/p&gt;</p>",https://dictionaries.brillonline.com/halot
medici.tv,"<p>The world&#39;s leading classical music channel, medici.tv broadcasts more than 150 live events are each year, in partnership with the world&#39;s most prestigious venues, opera houses, festivals and competitions. medici.tv&#39;s library features over 4,000 programs, including: concerts, operas, ballets, documentaries, artist portraits, educational programs, and master classes.</p>",https://edu.medici.tv/
Digital Theatre + Plus,"<p>Digital Theatre+ is the world&#39;s leading educational platform for English and the Performing Arts, providing&nbsp; students with access to 600+ theatre productions and educational resources. Digital Theatre+ collaborates with renowned theatre companies, actors and creatives to capture live performances in stunning quality and bring you insights from behind the scenes.</p>",https://edu.digitaltheatreplus.com
Musical Theater Songs,"<p>MusicalTheaterSongs.com draws from 150 years of musical theater repertoire, ranging from well-known standards to rare finds to help you find the right songs quickly and easily. Its&nbsp; easy-to-use interface lets you enter up to 20-plus parameters (voice type, character age, etc.) to generate a list of songs&nbsp;tailored to&nbsp;<em>your</em>&nbsp;needs from an ever-growing database. As an added feature, once you get your list of titles, we link you to various sites to make it simple to buy, rent, trade or download the sheet music and recordings (subject to availability).</p>",https://musicaltheatersongs.com/
Business Market Research Collection (ProQuest),"<p>Company, industry, economic and geopolitical market research from sources including Hoover&#39;s Company Profiles, OxResearch from Oxford Analystica, and Snapshots.</p>",https://search.proquest.com/marketresearch/advanced?accountid=14585
Social Networks and Archival Context,"<p>SNAC takes on the task of separating the description of persons, families, and organizations (including their socio-historical context) from the description of the historical resources that are the primary evidence of their lives and work. A key objective is to provide researchers with convenient, integrated access to historical collections held by multiple private and public archives and libraries around the world while also setting the stage for a cooperative program for maintaining information about the people documented in the collections. SNAC allows archivists, librarians, and scholars to jointly maintain information about the people documented in archival collections. It will also improve the economy and quality of archival processing and description, and address the challenge of discovering, locating, and using distributed historical records.</p>",http://snaccooperative.org/
Biography and Genealogy Master Index,"The Biography and Genealogy Master Index consists of biographical materials on people from all time periods, geographic locations, and fields of endeavor. The entries contained within provide bibliographic references to books containing material on a person, including an indication of which books include a portrait.",https://go.gale.com/ps/i.do?p=GDL&amp;sw=w&amp;u=miami_richter&amp;v=2.1&amp;it=aboutSeries&amp;id=6BJC&amp;sid=GDL
Gale Literature: Book Review Index,"Gale Literature: Book Review Index includes more than 5.6 million book reviews, allowing users to conduct research in numerous disciplines, including literature, history, education, psychology, and more. This unique product provides quick access to reviews of books, periodicals, books on tape and electronic media representing a wide range of popular, academic and professional interests.",https://infotrac.galegroup.com/itweb/miami_richter?db=BRIP
Gale In Context: Global Issues,"Gale In Context: Global Issues offers international viewpoints on a broad spectrum of global issues, topics, and current events. Featured are hundreds of continuously updated issue and country portals that bring together a variety of specially selected, relevant sources for analysis of these issues. Rich multimedia - including podcasts, video, and interactive graphs - enhance each portal. ",https://infotrac.galegroup.com/itweb/miami_richter?db=GIC
Gale In Context: Environmental Studies,"Gale In Context: Environmental Studies focuses on the physical and social aspects of environmental issues. Topic, organization, state and province portals form research centers around issues covering earth systems, global change, land and water use, populations, legislation, and more. Portal overviews provide essential information, supplemented by academic journals, news, case studies, conferences, statistics, and rich multimedia.",https://infotrac.galegroup.com/itweb/miami_richter?db=GRNR
World Scholar: Latin America And The Caribbean,"<p>World Scholar: Latin America & the Caribbean breaks new ground in the publishing world by bringing together in a single place a rich collection of primary source documents about Latin America and the Caribbean; academic journals and news-feeds covering the region; reference articles and commentary; maps and statistics; audio and video; and much more. World Scholar covers topics such as politics, economics, religion, culture, international affairs, the environment, science, and technology. The topics are presented on a country and continent level, offering deep contextualization of the subjects under discussion.</p>",http://infotrac.galegroup.com/itweb/miami_richter?db=LAC
Gale In Context: Science,"<p>Gale In Context: Science is an engaging online experience for those seeking contextual information on hundreds of today's most significant science topics. The solution merges Gale's authoritative and continuously updated reference content with full-text magazines, academic journals, news articles, experiments, images, videos, audio files and links to vetted websites organized into a user-friendly portal experience.</p>",https://infotrac.galegroup.com/itweb/miami_richter?db=SCIC
Gale OneFile: News,"This innovative full-text newspaper resource allows users to search articles instantly by title, headline, date, author, newspaper section, or other fields. Gale OneFile: News provides access to major U.S. regional, national, and local newspapers as well as leading titles from around the world. News also includes thousands of images, radio, and TV broadcasts, and transcripts.",https://infotrac.galegroup.com/itweb/miami_richter?db=STND
Gale In Context: College,"<p>Gale In Context: College is an engaging online experience for those seeking contextual information on a wide array of subjects. The solution merges Gale's authoritative and continuously updated reference content with full-text magazines, academic journals, news articles, primary source documents, images, videos, audio files and links to vetted websites organized into a user-friendly portal experience.</p>",https://infotrac.gale.com/itweb/miami_richter?db=CSIC
Gale In Context: World History,"<p>Gale In Context: World History is an engaging online experience for those seeking contextual information on hundreds of the most significant people, events and topics in World History. World History merges Gale's authoritative reference content with full-text magazines, academic journals, news articles, primary source documents, images, videos, audio files and links to vetted websites organized into a user-friendly portal experience.</p>",https://infotrac.galegroup.com/itweb/miami_richter?db=WHIC
Gale OneFile: Contemporary Women's Issues,"Gale OneFile: Contemporary Women&amp;rsquo;s Issues offers comprehensive coverage of issues that influence women&amp;rsquo;s lives across the globe. Users will find timely and historically relevant content on topics including civil rights, health, education, professional development, and entrepreneurship.",https://infotrac.galegroup.com/itweb/miami_richter?db=CWI
SAGE Research Methods,"SAGE Research Methods is an online tool for research designed to guide users through every step of the research process. It includes more than 1000 books, reference works, journal articles, and instructional videos by world-leading academics from across the social sciences, while the Methods Map is meant to help find the best research technique, with answers that range from a quick answer found in a dictionary to case studies, teaching datasets, and full-text titles.",https://methods.sagepub.com/
SAGE Research Methods Cases 1,"SAGE Research Methods Cases 1 is a collection of case studies written by the researches themselves that show the realities of doing research; they explain how the methods use were chosen, how problems in research were overcome, and what might have been done differently with hindsight. All of the cases are peer-reviewed and include tools for further learning and investigation that allow&amp;nbsp; them to be used both as a teaching tool and as inspiration for other research projects.",http://methods.sagepub.com/Search/Results?noback=true&amp;contenttypes=cases&amp;IncludeSegments=false&amp;IncludeParts=false&amp;sort=pubyear&amp;keywords[0].Field=FullText&amp;keywords[0].Text=
SAGE Research Methods Datasets 1,SAGE Research Methods Datasets 1&amp;nbsp;is a collection of teaching datasets and instructional guides that are indexed by method and data type and optimized to be used for practicing analysis and analytical decisions as a way to improve as a researcher.,http://methods.sagepub.com/Search/Results?noback=true&amp;contenttypes=datasets&amp;IncludeSegments=false&amp;IncludeParts=false&amp;sort=pubyear&amp;keywords[0].Field=FullText&amp;keywords[0].Text=
New York Times Digital Edition,<p>Digital edition of The New York Times.</p>,https://ezmyaccount.nytimes.com/grouppass/redir
Recent Researches in Music Online,"Recent Researches in Music Online is a collection of critical performing editions of music in seven series. The series fall into two basic categories: editions that span the history of Western music, and editions with ties to specific cultural milieus. Most editions in Recent Researches in Music are devoted to works by a single composer or in a single genre.",https://meridian.allenpress.com/rrimo
Hit Songs Deconstructed,"Hit Songs Deconstructed provides unparalleled insight into the inner-workings of a current chart-topping hit. Each song&amp;nbsp;report includes a combination of commentary, charts, graphs, and notation. Among the many areas covered are song structure, energy, genres and influences, instruments and accompaniment, harmony, vocal production and melody, lyrics, rhymes, narrative, Top 10 benchmarking and more. These reports&amp;nbsp;also feature a companion downloadable Logic PRO X Project with the correct meter, tempo and song arrangement displayed as empty MIDI regions for each instrument.",https://db.hitsongsdeconstructed.com/
Wall Street Journal Online,"Published since 1889, the Wall Street Journal covers U.S. and world news, as well as politics, arts, culture, and more. The online version includes streaming news, interactive options, video features, blogs, and more traditional content.",https://partner.wsj.com/partner/universityofmiami
Chronicle of Higher Education,"The Chronicle of Higher Education is the leader in higher education journalism, providing readers with real-time news, valuable insights, and the tools, opportunities, and knowledge to succeed in the world of higher education.",https://www.chronicle.com/
GovInfo,Provides free public access to official publications from all three branches of the Federal Government.,https://www.govinfo.gov/
Oxford Bibliographies Online: Hinduism,"Oxford Bibliographies Online (OBO) Hinduism is designed to help find reliable sources of information within books, websites, archives, or data sets. Each entry receives multiple peer-reviews as well as Editorial Board approval.",http://www.oxfordbibliographies.com/browse?module_0=obo-9780195399318 
Gale OneFile: Vocations and Careers,"Gale OneFile: Vocations and Careers aids users in researching a vocation, finding an appropriate institution of learning, job searching, and maintaining a career. Vocations and Careers offers hundreds of current and applicable periodicals ranging from general career guides to highly specialized industry journals.",https://infotrac.galegroup.com/itweb/miami_richter?db=PPVC
Feminism in Cuba: Nineteenth through Twentieth Century Archival Documents,"<p>This collection, compiled from Cuban sources, spans the period from Cuban independence to the end of the Batista regime. The collection sheds light on Cuban feminism, women in politics, literature by Cuban women and the legal status of Cuban women.</p>",https://link.gale.com/apps/collection/3FIU/GDSC?u=miami_richter&sid=bookmark-GDSC
"Indian Trade in the Southeastern Spanish Borderlands: Papers of Panton, Leslie and Company","<p>Comprising the papers of the Panton, Leslie &amp;amp; Co., a trading firm, this collection is the most complete ethnographic collection available for the study of the American Indians of the Southeast. More than 8,000 legal, political and diplomatic documents recording the company&amp;rsquo;s operations for over half a century have been selected and organized for this collection.</p>",https://link.gale.com/apps/collection/4QOQ/GDSC?u=miami_richter&sid=bookmark-GDSC
American Antiquarian Society (AAS) Historical Periodicals Collection: Series 1-5,"<p>The American Antiquarian Society (AAS) Historical Periodicals Collection include digitized images of the pages of American magazines and journals from the American Antiquarian Society, the premier library documenting the life of America's people from the Colonial Era through the Civil War and Reconstruction. This collection exists as a series of five databases that include 6,500 titles featuring more than 10 million pages of content published between 1691 and 1876.</p>","https://access.library.miami.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=h9h,h9i,h9j,h9k,h9m"
edweek.org,"Edweek.org is an integrated print-digital news source spanning multiple platforms, including print, online, and mobile. Edweek.org includes the editorial-content channels Education Week Teacher, EdWeek Market Brief, and Digital Directions as well as the TopSchoolJobs job board. The site also provides 30-plus years of Education Week online archives and also hosts approximately 50 news and opinion blogs, along with annual reports, story packages, surveys, and the Education Counts database.",https://www.edweek.org/
"Cuban Culture and Cultural Relations, 1959- Part 2: ""Writers""","<p>The Cuban Culture and Cultural Relations, 1959- resource from Brill is a primary-source collection that documents the literary, intellectual and cultural milieu of Revolutionary Cuba. Sourced from the archives of the Casa de las Am&eacute;ricas in Havana, it provides unprecedented access to files covering more than a thousand writers, thinkers and artists from Cuba and abroad.</p>",https://primarysources.brillonline.com/browse/cuban-culture-and-cultural-relations-part-2
American Fiction 1774-1920,"This collection contains more than 17,800 titles of prose fiction written by Americans from colonial times to the early twentieth century, gathering an extensive archive of content in one place and a consistent format that allows for exploration of the works in the context of history.",https://infotrac.galegroup.com/itweb/miami_richter?db=AMFN
Nikkei Asia,"<p>Nikkei Asia provides news coverage and insights on Asia&#39;s most influential companies as well as thorough coverage of the region&#39;s politics, economy, markets, and trends.</p>",https://asia.nikkei.com/
International Encyclopedia of Journalism Studies,"Including over 250 entries in 11 sections, the International Encyclopedia of Journalism Studies is a unique reference guide and resource on the rapidly growing and evolving field of journalism scholarship, providing credible and timely information on its key concepts, theories, and methodologies.",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118841570
Alexander Street ,"Alexander Street provides an online platform for discipline-focused primary source collections, websites, and streaming media aimed at learning and research in a wide variety of fields. Currently accessible content includes over 900,000 albums, 2600 videos, and and nearly 47,000 text documents.",https://search.alexanderstreet.com
"Music for the Nation: American Sheet Music, 1820 to 1860","Music for the Nation, by the Library of Congress, contains thousands of pieces of historical sheet music registered for copyright from 1820-1860. The collection includes popular songs, operatic arias, choral music, solo instrumental music, and orchestral and band music.",https://www.loc.gov/collections/american-sheet-music-1820-to-1860/about-this-collection/
TESOL Encyclopedia of English Language Teaching,"The TESOL Encyclopedia of English Language Teaching explores the theoretical and practical aspects of English language instruction by providing an essential, go-to reference resource for educators, professionals, researchers, and students world-wide. Over 750 entries written by leading practitioners and scholars from around the globe reflect the collaborative efforts of a truly international team of editors and advisory board members.",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118784235
Financial Times Digital,"<p>News and analysis covering business, innovation, politics, trends and more.</p>",http://financialtimes.eu.auth0.com/authorize?response_type=code&client_id=4XejSWbbAQkSzl0qlpdwtSO8FdMx0qE8&redirect_uri=https://sso.ft.com/sso/auth0/callback&connection=University-of-Miami-ADFS-a367fb
World Radio History,"<p>World Radio History is a searchable digital repository of nearly six million pages of AM, FM, and TV broadcasting history from the early 1900s to the current day.</p>",https://worldradiohistory.com/index.htm
Late Qing and Republican-Era Chinese Newspapers,"<p>Consisting of 13 publications and nearly 180,000 pages, the&nbsp;<em>Late Qing and Republican-Era Chinese Newspapers</em>&nbsp;collection allows for a comprehensive look into Chinese life, culture, and politics during the collapse of the Qing Dynasty, the establishment of the first post-imperial government, the civil war between nationalist and communist forces, and the beginning of the People&#39;s Republic.</p>",https://gpa.eastview.com/crl/lqrcn/
Films On Demand: Master Academic Package,"<p>Films On Demand is a digital video streaming service that provides educational content from a wide range of subject areas with an especially good selection of foreign films. This collection contains more than 38,000 titles in dozens of subject areas, and the platform allows users to to organize and bookmark clips, create and share playlists, personalize folders, and manage their entire collection.</p>",https://fod.infobase.com/PortalPlayLists.aspx?wid=114357
Feature Films for Education ,"&lt;em&gt;Feature Films for Education&lt;/em&gt;&amp;nbsp;is a digital video streaming platform that offers hundreds of full-length feature films for educational purposes; focusing on both current and hard-to-find titles, the collection includes literary adaptions, blockbusters, classics, foreign films, and more. Recommend Chrome browser.",https://ffusa.infobase.com/PortalPlayLists.aspx?wid=114357
Academic Video Online,"<p>AVON is a streaming video platform providing more than 87,000 titles spanning a wide range of subject areas, including anthropology, business, history, music, and more. The platform allows users to to organize and bookmark clips, create and share playlists, personalize folders, and manage their entire collection.</p>",https://video.alexanderstreet.com/channel/academic-video-online
National Theatre Collection 1,"<p>Drawing on 10 years of NT Live broadcasts, alongside high-quality archive recordings never previously seen outside of the NT&#39;s Archive, the National Theatre Collection 1 offers 30 filmed performances.</p>",https://www.dramaonlinelibrary.com/custom-browse?docid=NationalTheatre1
Lippincott Health Library,"<p><span rgb="""">This database provides full-text access to selected textbooks across a range of medical education topics as well as related clinical skill simulations, case studies, and audio content.</span></p>",https://advisor.lwwhealthlibrary.com/index.aspx
Oxford Clinical Psychology,"<p>Oxford Clinical Psychology provides full-text access to over 300 titles in Oxford&#39;s global clinical psychology publishing program in an integrated online service. Covering a broad range of specialty areas, disorders, and treatment modalities, Oxford Clinical Psychology enables users to search and browse high-quality research and practice information.</p>",https://www.oxfordclinicalpsych.com/
FMG Archival Films &amp;amp; Newsreels Collection,"With over 13150 video clips and 5000-plus full-length videos, this collection is a treasure trove of archival and historical films from multiple sources.",https://fod.infobase.com/PortalPlayLists.aspx?wid=114357&amp;level=Subject&amp;sid=1307
World Cinema Collection,"With over 1000 films from around the world including the best of the silent era, groundbreaking international directors, masterpieces from the mid-20th century, and more contemporary works, this collection provides insight into the history of cinema as well as the cultures and issues of countries worldwide.",https://fod.infobase.com/PortalPlayLists.aspx?wid=114357&amp;level=Subject&amp;sid=1709
Bloomsbury Cultural History,"&lt;em&gt;Bloomsbury Cultural History &lt;/em&gt;is an extraordinary, fully cross-searchable digital resource that engages with culture throughout the ages from antiquity to modernity. Thanks to its interdisciplinary nature and ever-expanding collections, this unique digital reference tool promises to be an essential resource on many courses from cultural studies and sociology to history and anthropology.",https://www.bloomsburyculturalhistory.com/
MLA Directory of Periodicals,"<p>The MLA Directory of Periodicals, produced by the Modern Language Association (MLA), provides detailed information on thousands of journals and book series in the fields of literature, language, linguistics, film, rhetoric and composition, and folklore. Entries cover publication details, contact information, submission requirements and editorial policies, subscription terms, electronic availability and advertising, and useful statistics such as circulation, average number of articles submitted and published, time from submission to decision, and time from decision to publication. All periodicals and book series indexed in the MLA International Bibliography are listed in the directory.</p>","http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=kah"
O'Reilly for Higher Education,"<p>With more than 35,000 e-books and 30,000 hours of video,<em>&nbsp;O&#39;Reilly for Higher Education&nbsp;</em>is a dynamic learning platform designed to keep users at the forefront of business and technology.</p>",http://go.oreilly.com/university-of-miami
Architectural Graphic Standards,"<p>Architectural Graphic Standards offers architects, designers and building contractors comprehensive guidance on the visual representation of materials, products, systems and assemblies essential for conceptualizing and constructing buildings.</p>",https://onlinelibrary.wiley.com/doi/book/10.1002/9781119648789
Teatro Espanol del Siglo de Oro (ProQuest),"<p>Containing more than 800 plays written by 16 dramatists, Teatro Espanol del Siglo de Oro is a full-text database covering the sixteenth and seventeenth centuries in Spain.</p>",https://search.proquest.com/teso/advanced?accountid=14585
Independent and Revolutionary Mexican Newspapers,"<p>Consisting of over 1000 titles from Mexico&#39;s pre-independence, independence, and revolutionary periods (1807-1929),&nbsp;the&nbsp;<em>Independent and Revolutionary Mexican Newspapers</em>&nbsp;collection documents the dramatic events of this era, including partisan politics, social and political satire, and news from the local to international levels.</p>",https://gpa.eastview.com/crl/irmn
Middle Eastern and North African Newspapers,"The&amp;nbsp;&lt;em&gt;Middle Eastern and North African Newspapers&lt;/em&gt;&amp;nbsp;collection is comprised of a large amount of unique content from publications across the region, providing insights into the history of individual countries as well as a broader look at historic events from the late nineteenth century through the present.",https://gpa.eastview.com/crl/mena/
Harvard Business Review Digital Articles,<p>A collection of full text articles from the Harvard Business Review website ranging from 2007 to present.</p>,http://search.ebscohost.com/login.aspx?direct=true&db=buh&jid=KBS9&site=ehost-live
Sun Sentinel,"Full-text content of local and regional news, including community events, schools, politics, government policies, cultural activities, local companies, state industries, and people in the community.",https://www.proquest.com/publication/27424?accountid=14585
Fitch Solutions Country Industry Reports,&lt;em&gt;Fitch Solutions Country Industry Reports&lt;/em&gt;&amp;nbsp;provide important coverage of a wide range of industries and markets and are essential for international business research.,https://www.proquest.com/publication/2044556?accountid=14585
New Play Exchange,"The New Play Exchange is the world&amp;rsquo;s largest digital library of scripts by living writers. Designed and built with the needs of the entire new play sector in mind, serving writers, producers, directors, artistic directors, literary managers, dramaturgs, publishers, agents, actors, professors, students, and even fans of the theater.",https://newplayexchange.org/
Covidence,"Systematic review management across your whole institution. Get an overview of all reviews currently happening, see who is working on reviews, assign a librarian to oversee a review, make sure the team is setup for success with a good search strategy, make sure reviews don&amp;rsquo;t stagnate.",https://www.covidence.org/organizations/ay8Pa/signup
Florida Building Code,"The 7th Edition (2020) update to the Florida Building Code: Building is a fully integrated publication that updates the 6th Edition 2017 Florida Building Code: Building using the latest changes to the 2018 International Building Code&amp;reg; with customized amendments adopted statewide, effective December 31st, 2020.",https://codes.iccsafe.org/content/FLBC2020P1
International Building Code,The 2021 International Building Code applies to all buildings except detached one- and two-family dwellings and townhouses up to three stories.,https://codes.iccsafe.org/content/IBC2021P1
Wharton Research Data Services (WRDS),"Wharton Research Data Services (WRDS) provides the leading business intelligence, data analytics, and research platform to global institutions, enabling historical analysis and insight into the latest innovations in academic research. WRDS hosts 350+TB of data, supporting over 75,000 commercial, academic, and government users at 500+ institutions in 37 countries.",https://wrds-www.wharton.upenn.edu/
Bloomsbury Religion in North America,"Covering North America&amp;rsquo;s diverse religious traditions, this resource provides reliable and peer-reviewed information for students and instructors of religious studies, anthropology of religion, sociology of religion, and history.",https://www.theologyandreligiononline.com/bloomsbury-religion-in-north-america
Oxford Bibliographies Online: Classics,"Oxford Bibliographies Online (OBO) Classics is an authoritative research guide designed to help find reliable sources of information within books, websites, archives, or data sets. Each entry receives multiple peer-reviews as well as Editorial Board approval.",http://www.oxfordbibliographies.com/browse?module_0=obo-9780195389661
Oxford Bibliographies Online: Music,"<p><em>Oxford Bibliographies Online (OBO) Music</em> is an authoritative research guide designed to help find reliable sources of information within books, websites, archives, or data sets. Each entry receives multiple peer-reviews as well as editorial board approval. It is best used at the beginning of the research process to determine the breadth of scholarship available on your topic.</p>",http://www.oxfordbibliographies.com/browse?module_0=obo-9780199757824
U.S. Hispanic Newsstream (ProQuest),This database contains over 50 newspapers as well as wire feeds and other sources in both English and Spanish.,https://www-proquest-com.access.library.miami.edu/hispanicnews/advanced?accountid=14585
African American Communities ,"Focusing predominantly on Atlanta, Chicago, New York, and towns and cities in North Carolina this resource presents multiple aspects of the African American community through pamphlets, newspapers and periodicals, correspondence, official records, reports and in-depth oral histories, revealing the prevalent challenges of racism, discrimination and integration, and a unique African American culture and identity.",https://www.aac.amdigital.co.uk
American History,"Comprised of two modules (&lt;strong&gt;Module I&lt;/strong&gt;- &lt;em&gt;Settlement, Commerce, Revolution and Reform: 1493-1859&lt;/em&gt; and &lt;strong&gt;Module II&lt;/strong&gt;-&lt;em&gt; Civil War, Reconstruction and the Modern Era: 1860-1945&lt;/em&gt;) this collection documents American History from the earliest settlers to the mid-twentieth century.",http://www.americanhistory.amdigital.co.uk/
American Indian Histories and Cultures ,"Includes manuscripts, artwork and rare printed books ranging from the earliest contact with European settlers right up to photographs and newspapers from the mid-twentieth century.",https://www.aihc.amdigital.co.uk/
American West,"A collection of rare and original documents that includes books, journals, photographs, and more, &lt;i&gt;American West&lt;/i&gt;&amp;nbsp;chronicles the expansion of American from the early eighteenth to the mid-twentieth century.",https://www.americanwest.amdigital.co.uk/
Apartheid South Africa,"<p>This collection consists of previously restricted letters, diplomatic dispatches, reports, trial papers, activists; biographies and first-hand accounts of events that give unprecedented access to the history of South Africa&#39;s apartheid regime. The files explore the relationship of the international community with South Africa and chart increasing civil unrest against a backdrop of waning colonialism in Africa and mounting world condemnation.<br />
<br />
This resource is in three sections: 1948-1966, 1967-1975 and 1976-1980.</p>",https://www.archivesdirect.amdigital.co.uk/Apartheid
"China, America, and the Pacific","This resource covers an extensive range of archival material connected to the trading and cultural relationships that emerged between China, America and the Pacific region between the 18th and early 20th centuries.",https://www.cap.amdigital.co.uk/
China: Culture and Society ,"Spanning three centuries (c1750-1929), this resource makes available for the first time extremely rare pamphlets from Cornell University Library&amp;rsquo;s Charles W. Wason Collection on East Asia. The resource is full-text searchable, allowing for the collection to be comprehensively explored and studied. In addition, &lt;em&gt;China: Culture and Society&lt;/em&gt; features a host of secondary resources, including scholarly essays, an interactive chronology, mini guides, and editors&amp;rsquo; choices from the collection.",https://www.chinacultureandsociety.amdigital.co.uk
"China: Trade, Politics and Culture 1793-1980 ","With documents encompassing events from the earliest English embassy to the birth and early years of the People&amp;rsquo;s Republic, this resource collects sources from nine archives to give an incredible insight into the changes in China during this period.",https://www.china.amdigital.co.uk
Church Missionary Society Periodicals ,"Documenting missionary work from the nineteenth to the twenty-first century, the&amp;nbsp;&lt;em&gt;Church Missionary Society Periodicals&lt;/em&gt; include news, journals and reports offering a unique perspective on global history and cultural encounters.",https://www.churchmissionarysociety.amdigital.co.uk/
Colonial America ,"&lt;em&gt;Colonial America&lt;/em&gt; makes available all 1,450 volumes of the CO 5 series from The National Archives, UK, covering the period 1606 to 1822. CO 5 consists of the original correspondence between the British government and the governments of the American colonies, making it a uniquely rich resource for all historians of the period",https://www.colonialamerica.amdigital.co.uk/
"Confidential Print: Africa, 1834-1966 ","The documents in&lt;em&gt; Confidential Print: Africa&lt;/em&gt; begin with coastal trading in the early nineteenth century and the Conference of Berlin of 1884 and the subsequent Scramble for Africa. They then follow the abuses of the Congo Free State, fights against tropical disease, Italy&amp;rsquo;s defeat by the Abyssinians, World War II, apartheid in South Africa and colonial moves towards independence. Together they cover the whole of the modern period of European colonization of the continent from the British Government&amp;rsquo;s perspective.",https://www.archivesdirect.amdigital.co.uk/CP_Africa
"Confidential Print: Latin America, 1833-1969 ","This collection consists of the Confidential Print for Central and South America and the French- and Spanish-speaking Caribbean. Topics covered include slavery and the slave trade, immigration, relations with indigenous peoples, wars and territorial disputes, the fall of the Brazilian monarchy, British business and financial interests, industrial development, the building of the Panama Canal, and the rise to power of populist rulers such as Per&amp;oacute;n in Argentina and Vargas in Brazil.",https://www.archivesdirect.amdigital.co.uk/CP_LatinAmerica
